slug,title,author,published,category,section_label,description,hero_image,hero_image_local,source_url
superpowered-pdas-challenge-the-laptop-platform-31785,Superpowered PDAs Challenge the Laptop Platform,Brian R. Hook,"October 8, 2003 4:11 AM PT",Technology,,"PDAs are getting more and more powerful. But will superpowered PDAs eventually lead to the death of laptop computers? That's highly unlikely, at least according to many tech users who use both PDAs and laptops regularly. TechNewsWorld interviewed several people in the industry to get a feel for where the mobile computing marketplace is headed. The bottom line, according to one consultant, is that the laptop, with its myriad configuration options and ease of use, will be here for quite some time.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/handspring-edge-1.jpg,images/superpowered-pdas-challenge-the-laptop-platform-31785.jpg,https://www.technewsworld.com/story/superpowered-pdas-challenge-the-laptop-platform-31785.html
swen-worm-infects-over-1-5-million-computers-31632,Swen Worm Infects Over 1.5 Million Computers,Jay Lyman,"September 19, 2003 4:32 PM PT",Security,,"The Swen computer worm is turning out to be a bigger problem than previously expected, using a brief head start on computer antivirus defenses, as well as complex abilities and an effective masquerade, to infect Windows machines and spread via e-mail to many users. The worm, also known as ""Gibe"" or its more technical name of ""w32.swen@mm,"" takes advantage of a well-known vulnerability in Internet Explorer that was first announced in March 2001.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/swen-worm.jpg,images/swen-worm-infects-over-1-5-million-computers-31632.jpg,https://www.technewsworld.com/story/swen-worm-infects-over-1-5-million-computers-31632.html
symantec-exec-named-u-s-internet-security-chief-31593,Symantec Exec Named U.S. Internet Security Chief,Jay Lyman,"September 16, 2003 10:27 AM PT",Security,,"Hoping to synchronize better with IT security's private sector, the U.S. Department of Homeland Security has enlisted Symantec vice president for managed services Amit Yoran as director of its cyber security division and has forged a partnership with the CERT Coordination Center to speed warning and response time. Security industry leaders praised both moves and said they have been waiting for more guidance from the government while at the same time pushing forward on their own in defending computer networks from intruders.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/amit-yoran.jpg,images/symantec-exec-named-u-s-internet-security-chief-31593.jpg,https://www.technewsworld.com/story/symantec-exec-named-u-s-internet-security-chief-31593.html
symantec-more-computer-attacks-use-blended-tactics-31725,Symantec: More Computer Attacks Use Blended Tactics,Jay Lyman,"October 1, 2003 9:59 AM PT",Security,,"Reinforcing the message that can be easily inferred from recent virus and worm outbreaks, security giant Symantec has reported that attacks on company computers -- up 19 percent to an average of 38 attacks per business per week -- increasingly are using a potent combination of disclosed security vulnerabilities and complex computer worms to hit systems. The latest Internet Security Threat Report warns companies to extend security beyond public systems because scans increasingly target nonpublic services.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/symantec-1b.jpg,images/symantec-more-computer-attacks-use-blended-tactics-31725.jpg,https://www.technewsworld.com/story/symantec-more-computer-attacks-use-blended-tactics-31725.html
symantec-preempts-virus-fight-on-handhelds-31419,Symantec Preempts Virus Fight on Handhelds,Jay Lyman,"August 25, 2003 9:13 AM PT",Security,,"Antivirus giant Symantec is touting features like centralized management and wireless Web updates in its new AntiVirus for Handhelds line that will be available in consumer and corporate versions beginning in September. Symantec joins other antivirus and security companies, including Network Associates, Trend Micro and Computer Associates, that have aimed their defense against viruses, worms and other malicious code at smaller, handheld devices, such as PDAs.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/symantec-pda-antivirus.jpg,images/symantec-preempts-virus-fight-on-handhelds-31419.jpg,https://www.technewsworld.com/story/symantec-preempts-virus-fight-on-handhelds-31419.html
technology-recycling-costs-and-consequences-31624,Technology Recycling Costs and Consequences,Diane Stresing,"September 20, 2003 1:30 AM PT",Hardware,"August 27, 2026 01:53:46 AM","Technology's global impact is hardly limited to Internet communication and speedier business cycles. One uncelebrated truth about the information age is that hundreds of thousands of electronic items are disposed of daily -- and not always properly. Unfortunately, in spite of growing awareness regarding electronics recycling, a disturbing number of five-year-old computers are dumped daily. Waste Electrical and Electronics Equipment constitutes the fastest-growing waste stream. According to the EPA, more than 4.6 million tons of e-waste landed in U.S. landfills in 2000.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/recycle-computer-1.jpg,images/technology-recycling-costs-and-consequences-31624.jpg,https://www.technewsworld.com/story/technology-recycling-costs-and-consequences-31624.html
the-future-of-human-knowledge-the-semantic-web-31199,The Future of Human Knowledge: The Semantic Web,Gene J. Koprowski,"July 28, 2003 7:32 AM PT",Security,TECHNOLOGY SPECIAL REPORT,"Under an interdisciplinary project collectively known as the Semantic Web, computer scientists around the world are working on ways to revolutionize the Internet. The researchers -- from Europe, Asia and the United States -- are developing standards, protocols and technologies that will advance the development of a more meaning-oriented Web. ""The aim of the Semantic Web efforts is to be able to find and access Web sites and Web resources not by keywords, as Google does today, but by descriptions of their contents and capabilities,"" Jerry Hobbs, a computer scientist at the University of Southern California, told TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/webdevelopers-1.jpg,images/the-future-of-human-knowledge-the-semantic-web-31199.jpg,https://www.technewsworld.com/story/the-future-of-human-knowledge-the-semantic-web-31199.html
the-ibot-wheelchair-for-a-new-era-31733,"The iBot, Wheelchair for a New Era",Brian R. Hook,"October 2, 2003 4:12 AM PT",Hardware,PRODUCT PROFILE,"The iBOT mobility system, called the Ferrari of wheelchairs, is now helping disabled users break through physical barriers. The iBOT can climb stairs, bump up curbs, glide through gravel and even elevate a seated passenger to reach the top shelf at a grocery store. To help get the iBOT out on the market, the Food and Drug Administration expedited the review of the wheelchair. ""It can help improve the quality of life of many people who use wheelchairs by enabling them to manage stairs, reach high shelves and hold eye-level conversations,"" said FDA Commissioner Mark McClellan.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ibot-1.jpg,images/the-ibot-wheelchair-for-a-new-era-31733.jpg,https://www.technewsworld.com/story/the-ibot-wheelchair-for-a-new-era-31733.html
the-insiders-guide-to-overclocking-31619,The Insider's Guide to Overclocking,Jack M. Germain,"September 19, 2003 4:12 AM PT",Hardware,TECHNOLOGY SPECIAL REPORT,"Computer hobbyists for years have tweaked their computers' innards to squeeze out extra bits of performance. Known as overclocking, the practice has long been a holy grail to users who demand maximum performance from their systems. But overclocking a system poses hazards to the hardware, making the process a risky one for business users. Because of the potential for system failures, analysts say overclocking is not widespread in enterprise environments. Still, many SOHO and small business users are likely to try boosting system performance as an alternative to upgrading.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/innovation-03-chip.jpg,images/the-insiders-guide-to-overclocking-31619.jpg,https://www.technewsworld.com/story/the-insiders-guide-to-overclocking-31619.html
the-new-world-of-global-internet-expansion-31179,The New World of Global Internet Expansion,Gene J. Koprowski,"July 23, 2003 2:40 PM PT",Computing,TECHNOLOGY SPECIAL REPORT,"Last year, the growth of the Internet backbone slowed dramatically as network providers around the globe, including KPNQwest, Carrier1 and Energis, reduced bandwidth capacity and, in some cases, brought down certain data pipelines altogether. Since the birth of the Web browser, international Internet bandwidth had doubled each year -- until last year's mere 30 percent increase, a massive decline from 2001's run-up rate of almost 200 percent.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/binarycode-1.jpg,images/the-new-world-of-global-internet-expansion-31179.jpg,https://www.technewsworld.com/story/the-new-world-of-global-internet-expansion-31179.html
the-problem-with-zuckerbergs-vision-of-personal-superintelligence-180500,Can Meta Deliver Zuckerberg’s Personal Superintelligence Vision?,Rob Enderle,"August 17, 2026 5:00 AM PT",Artificial Intelligence,OPINION,Rob Enderle examines the tension between Mark Zuckerberg’s personal vision of superintelligence and Meta’s potential to become a powerful AI gatekeeper.,https://www.technewsworld.com/wp-content/uploads/sites/3/2026/08/personal-ai-superintelligence.jpg,images/the-problem-with-zuckerbergs-vision-of-personal-superintelligence-180500.jpg,https://www.technewsworld.com/story/the-problem-with-zuckerbergs-vision-of-personal-superintelligence-180500.html
toward-federated-identity-management-31809,Toward Federated Identity Management,Andre Durand & Eric Norlin,"October 10, 2003 4:12 AM PT",Computing,,The 1990s witnessed the adoption of IT systems designed to streamline business processes through electronic automation. The introduction of these systems has challenged enterprises with how to integrate and maintain an increasing number of distributed networks and platforms. The challenge of managing these systems has resulted in a complex IT dilemma -- how to control costs and maintain security while increasing access to information.,https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/email-6.jpg,images/toward-federated-identity-management-31809.jpg,https://www.technewsworld.com/story/toward-federated-identity-management-31809.html
update-how-to-patch-ie-against-the-qhost-1-trojan-31756,UPDATE: How To Patch IE Against the Qhost-1 Trojan,Jay Lyman,"October 3, 2003 12:47 PM PT",Security,,"While certain Web sites are taking advantage of a vulnerability in Internet Explorer, Microsoft has yet to release an update that can patch exposed systems. However, in the meantime, there are manual workarounds that users can employ to protect their systems against the Qhost-1 Trojan. ""You can help protect against by changing your settings for the Internet security zone to prompt before running ActiveX components,"" Microsoft said in a recently updated version of its security bulletin.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/qhost-1-trojan-1.jpg,images/update-how-to-patch-ie-against-the-qhost-1-trojan-31756.jpg,https://www.technewsworld.com/story/update-how-to-patch-ie-against-the-qhost-1-trojan-31756.html
update-sierra-wireless-partners-with-microsoft-on-voq-smartphone-31818,UPDATE: Sierra Wireless Partners with Microsoft on Voq Smartphone,Kirk L. Kroeker,"October 10, 2003 6:52 AM PT",Computing,"August 27, 2026 01:58:56 AM","Sierra Wireless has announced a new line of phones that will use Microsoft's Windows Mobile operating system. The first of the Voq line of phones, which will include a flip-open computer-style thumbpad for text entry, is expected to become available in 2004, providing ""compelling voice and data functionality in a single, pocketable device,"" Sierra Wireless said. The Voq phones will use Microsoft's Smartphone software and will include hardware and software innovations for information navigation and retrieval, text entry and e-mail access.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sierra-voq.jpg,images/update-sierra-wireless-partners-with-microsoft-on-voq-smartphone-31818.jpg,https://www.technewsworld.com/story/update-sierra-wireless-partners-with-microsoft-on-voq-smartphone-31818.html
update-verisign-suspends-sitefinder-service-31772,UPDATE: VeriSign Suspends SiteFinder Service,Jay Lyman,"October 6, 2003 11:58 AM PT",Hardware,,"In a letter sent to VeriSign on Friday, ICANN CEO Paul Twomey told the domain registry that it had until 6 PM Saturday to comply with a request to take down the SiteFinder service. At some point on Saturday, VeriSign complied with the request and turned off the redirection service for mistyped .com and .net domains. Having failed to convince VeriSign to suspend its Web redirection service that began September 15th, the body that oversees all domain registrars pointed to contract violations and demanded that VeriSign halt the service.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/verisign-1.jpg,images/update-verisign-suspends-sitefinder-service-31772.jpg,https://www.technewsworld.com/story/update-verisign-suspends-sitefinder-service-31772.html
upgrade-and-archive-the-ongoing-threat-of-data-extinction-31436,Upgrade and Archive: The Ongoing Threat of Data Extinction,Brian R. Hook,"August 28, 2003 4:23 AM PT",Applications,TECHNOLOGY SPECIAL REPORT,Keeping paper documents intact for years and years has become a matter of routine for historians and archivists trying to keep a record of history. But saving digital information is turning out to breed its own set of unique challenges. Because digital files depend on their context -- such as the operating systems in which they are stored and the applications that create and access them -- users must typically keep all elements of that context to access old digital documents.,https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/chips-technology-02.jpg,images/upgrade-and-archive-the-ongoing-threat-of-data-extinction-31436.jpg,https://www.technewsworld.com/story/upgrade-and-archive-the-ongoing-threat-of-data-extinction-31436.html
verisign-claims-sitefinder-does-not-undermine-stability-of-net-31789,VeriSign Claims SiteFinder Does Not Undermine Stability of Net,John P. Mello Jr.,"October 7, 2003 7:22 PM PT",Applications,,"Infrastructure bad boy VeriSign defended itself today, asserting it could find no evidence that its controversial SiteFinder redirector service had compromised the stability, security or performance of the Internet. ""VeriSign conducted extensive evaluation and testing of the service both internally and externally and with the assistance of third-party experts,"" the company said in a statement. ""The prelaunch testing results indicated, and current operational data confirms, no impact to the stability of the Internet.""",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/verisign-2.jpg,images/verisign-claims-sitefinder-does-not-undermine-stability-of-net-31789.jpg,https://www.technewsworld.com/story/verisign-claims-sitefinder-does-not-undermine-stability-of-net-31789.html
verisign-wildcard-service-brings-call-to-stop-lawsuit-31639,"VeriSign Wildcard Service Brings Call To Stop, Lawsuit",Jay Lyman,"September 22, 2003 9:52 AM PT",Computing,,"Consternation over VeriSign's plan to redirect mistyped or nonexistent domain name requests has progressed to a call from the International Corporation for Assigned Names and Numbers to suspend the service and a $100 million lawsuit from a company claiming damages from it. VeriSign's new ""wildcard"" service, called SiteFinder, is intended to return useful information rather than the standard domain-not-found error message when Internet users type in a misspelled or unregistered domain name.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/verisign-2.jpg,images/verisign-wildcard-service-brings-call-to-stop-lawsuit-31639.jpg,https://www.technewsworld.com/story/verisign-wildcard-service-brings-call-to-stop-lawsuit-31639.html
verisigns-move-to-redirect-domain-errors-comes-under-fire-31608,VeriSign's Move To Redirect Domain Errors Comes Under Fire,Jay Lyman,"September 17, 2003 3:52 PM PT",Security,,"The Internet community is failing to see the value of domain giant VeriSign's SiteFinder service, which redirects users to a VeriSign site instead of producing the traditional error message for mistyped or nonexistent Internet addresses. The service, known as ""wildcard"" functionality, is fouling efforts to block unwanted e-mail, or spam, and is being vilified as a departure from accepted practice and a danger to Internet security by many spam fighters and network administrators.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/verisign-1.jpg,images/verisigns-move-to-redirect-domain-errors-comes-under-fire-31608.jpg,https://www.technewsworld.com/story/verisigns-move-to-redirect-domain-errors-comes-under-fire-31608.html
verizon-customer-fights-riaa-as-piracy-crusade-moves-north-31346,Verizon Customer Fights RIAA as Piracy Crusade Moves North,John P. Mello Jr.,"August 14, 2003 1:41 PM PT",Security,,"A Verizon customer in the United States has decided to singlehandedly fight the recording industry's crusade to pry from Internet service providers the names of Web surfers who share music and video files online. The customer, whose identity has not been revealed, appears to be the first consumer to challenge the Recording Industry Association of America's identity grab. Meanwhile, north of the border, a more benign campaign against piracy was announced by the music association's Canadian counterpart.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/riaa-setback-1.jpg,images/verizon-customer-fights-riaa-as-piracy-crusade-moves-north-31346.jpg,https://www.technewsworld.com/story/verizon-customer-fights-riaa-as-piracy-crusade-moves-north-31346.html
virginia-tech-building-power-mac-g5-supercomputer-31485,Virginia Tech Building Power Mac G5 Supercomputer,Jay Lyman,"September 3, 2003 10:08 AM PT",Computing,"August 27, 2026 01:49:35 AM","Using several new technologies and more than 1,000 dual-processor Power Mac G5 computers, Virginia Tech University is building a supercomputer cluster that is likely to rank among the fastest in the world. In addition to the G5 machines, the university said it is using a beta version of the latest release of OS X, new networking hardware from Mellanox and Cisco, and cutting-edge configuration and cooling technologies to build the powerful cluster for a fraction of the price of a traditional supercomputer.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/power-mac-supercomputer.jpg,images/virginia-tech-building-power-mac-g5-supercomputer-31485.jpg,https://www.technewsworld.com/story/virginia-tech-building-power-mac-g5-supercomputer-31485.html
waymo-offers-glimpse-of-autonomous-chrysler-minivans-84187,Waymo Offers Glimpse of Autonomous Chrysler Minivans,David Jones,"December 20, 2016 12:11 PM PT",Transportation,,"Waymo, the standalone venture that emerged from Google's self-driving car project, on Monday unveiled a fleet of 100 Chrysler Pacifica hybrid minivans with the latest high-tech sensors, telematics, and other gear designed for fully autonomous operation. Modifications were made to several parts of the Pacifica -- including its electrical, powertrain, chassis and structural systems -- to optimize it for fully autonomous driving. With the additional computer equipment, the cars will undergo more challenging tests.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/xl-2016-waymo-1.jpg,images/waymo-offers-glimpse-of-autonomous-chrysler-minivans-84187.jpg,https://www.technewsworld.com/story/waymo-offers-glimpse-of-autonomous-chrysler-minivans-84187.html
web-services-interoperability-gets-boost-toward-standardization-31336,Web Services Interoperability Gets Boost Toward Standardization,Jay Lyman,"August 13, 2003 1:52 PM PT",Applications,,"Interoperability of different Web services specifications came closer to fruition with this week's release of the Basic Profile 1.0 by the Web Services Interoperability (WS-I) organization. Covering commonly used Web services specifications, the Basic Profile provides guidelines for how core Web services specs should be used together if they are to be interoperable. WS-I chairman Tom Glover, who is also an IBM engineer, called the Basic Profile a common framework for implementing interoperable solutions and a common reference point for purchasing decisions.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/web-services-1.jpg,images/web-services-interoperability-gets-boost-toward-standardization-31336.jpg,https://www.technewsworld.com/story/web-services-interoperability-gets-boost-toward-standardization-31336.html
why-makululinux-ai-os-became-my-new-daily-driver-177752,MakuluLinux AI-OS Puts AI at the Core of the Linux Desktop,publisher,2026-07-29T17:00:23+00:00,Reviews,"August 27, 2026 01:18:20 AM","After weeks of testing, Jack M. Germain finds MakuluLinux AI-OS delivers one of the most deeply integrated AI experiences yet available on a Linux desktop.",https://www.technewsworld.com/wp-content/uploads/sites/3/2026/07/makululinux-ai-os-desktop.jpg,images/why-makululinux-ai-os-became-my-new-daily-driver-177752.jpg,https://www.technewsworld.com/story/why-makululinux-ai-os-became-my-new-daily-driver-177752.html
will-microsoft-miss-the-ai-wearables-opportunity-180496,Project Solara Tests Microsoft’s AI Device Strategy,Brett Faulk,"August 13, 2026 8:45 AM PT",Wearable Tech,ANALYST COMMENTARY,Tech analyst Brett Faulk examines Microsoft’s Project Solara and whether hardware partners will see enough opportunity in AI devices to take the risk.,https://www.technewsworld.com/wp-content/uploads/sites/3/2026/08/steven-batchie-project-solara-microsoft-build.jpg,images/will-microsoft-miss-the-ai-wearables-opportunity-180496.jpg,https://www.technewsworld.com/story/will-microsoft-miss-the-ai-wearables-opportunity-180496.html
windows-attack-tools-circulate-another-virus-feared-31603,"Windows Attack Tools Circulate, Another Virus Feared",Jay Lyman,"September 17, 2003 9:57 AM PT",Security,,"Following the same pattern of predictions as the one that led to last month's devastating Blaster worm, security analysts have begun to focus on the new crop of Microsoft Windows vulnerabilities and the attack tools created to take advantage of them -- all of which could indicate that a potential new family of computer worms is in the works. One week after Microsoft warned of new vulnerabilities in Windows' Remote Procedure Call protocol, attack code already is being circulated on the Internet.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/windows-rpc-vulnerability.jpg,images/windows-attack-tools-circulate-another-virus-feared-31603.jpg,https://www.technewsworld.com/story/windows-attack-tools-circulate-another-virus-feared-31603.html
windows-threat-realized-blaster-worm-spreads-31315,Windows Threat Realized - Blaster Worm Spreads,Jay Lyman,"August 12, 2003 7:48 AM PT",Security,,"A widely anticipated threat materialized this week as a worm that exploits a Microsoft Windows flaw began infecting some of the millions of vulnerable machines around the world. Experts said the relatively simple ""Blaster"" worm -- also referred to as ""LoveSan"" -- was spreading at a steady pace Monday but was not infecting systems as quickly as the Nimda and Slammer worms, which quickly clogged corporate networks during those outbreaks. The worm is not carrying a malicious payload to damage machines or data.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/virus-9.jpg,images/windows-threat-realized-blaster-worm-spreads-31315.jpg,https://www.technewsworld.com/story/windows-threat-realized-blaster-worm-spreads-31315.html
windows-vulnerability-scans-increase-worm-likely-to-follow-31296,Windows Vulnerability Scans Increase - Worm Likely To Follow,Jay Lyman,"August 8, 2003 9:02 AM PT",Security,,"New coded exploits that take advantage of a widespread Microsoft Windows vulnerability have been posted online. By most reports, malicious scans to expose vulnerable systems are running rampant a week after government warnings regarding the flaw. Security experts said the scans for the vulnerability -- which involves a flaw in the Remote Procedure Call (RPC) protocol that could allow malicious users to execute code remotely -- are continuing amid actual attacks.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/windows-rpc-vulnerability.jpg,images/windows-vulnerability-scans-increase-worm-likely-to-follow-31296.jpg,https://www.technewsworld.com/story/windows-vulnerability-scans-increase-worm-likely-to-follow-31296.html
worlds-in-transition-it-in-eastern-europe-31510,Worlds in Transition: IT in Eastern Europe,David Halperin,"September 6, 2003 1:30 AM PT",Computing,TECHNOLOGY SPECIAL REPORT,"Only 15 years ago, we watched in amazement while the rusty iron curtain collapsed and the formerly communist countries of Eastern Europe embarked on new lives in the global market. For most of us, this neglected region stretching from the Baltic to the Balkans then retreated to the fringes of our attention. Yet the region is very close to Western Europe, with a population of many millions -- skilled and educated workers -- and an entrepreneurial spirit fired by years of pent-up demand.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/europe-7.jpg,images/worlds-in-transition-it-in-eastern-europe-31510.jpg,https://www.technewsworld.com/story/worlds-in-transition-it-in-eastern-europe-31510.html
worm-takes-toll-microsoft-attack-set-31334,"Worm Takes Toll, Microsoft Attack Set",Jay Lyman,"August 13, 2003 10:50 AM PT",Security,"August 27, 2026 01:44:36 AM","As some antivirus vendors raised their alert rating on a Windows worm that has infected thousands of home and corporate computers, the spreading code continued to take over machines that might be used in an attack on Microsoft. The worm -- referred to as MS Blast, Blaster and LovSan -- does not require that users inadvertantly launch any executable file for their systems to become infected. The worm has spread over the Internet to thousands of Windows PCs -- millions of which are likely vulnerable, according to experts.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/microsoft-worm-1.jpg,images/worm-takes-toll-microsoft-attack-set-31334.jpg,https://www.technewsworld.com/story/worm-takes-toll-microsoft-attack-set-31334.html
zen-and-the-art-of-being-happy-with-microsoft-31853,Zen and the Art of Being Happy with Microsoft,Rob Enderle,"October 14, 2003 11:58 AM PT",Applications,OPINION,"It might surprise you to know that, by survey, Microsoft has about 120 million happy customers. I'm guessing that, if you are reading this column, you probably aren't one of them. You might also be surprised to know that Microsoft surveys as one of the most-trusted vendors in the industry, and you likely wouldn't be surprised to hear that the company also surveys as one of the least-trusted vendors. I have never seen another company that has an installed base so divided into these two extremes.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/menonline-1.jpg,images/zen-and-the-art-of-being-happy-with-microsoft-31853.jpg,https://www.technewsworld.com/story/zen-and-the-art-of-being-happy-with-microsoft-31853.html
zone-labs-introduces-security-tool-for-instant-messaging-31337,Zone Labs Introduces Security Tool for Instant Messaging,Kirk L. Kroeker,"August 13, 2003 2:31 PM PT",Applications,PRODUCT PROFILE,"Security software developer Zone Labs announced IMsecure Pro, a security package that the company is calling the first comprehensive instant messaging security system for the most popular messaging services, such as AOL Instant Messenger, MSN Messenger and Yahoo Messenger. IMsecure Pro is designed to ensure that IM conversations are private and secure, protecting PCs and personal information from spammers, identity thieves, hackers and predators who exploit vulnerable IM connections.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/zone-labs-imsecure-1.jpg,images/zone-labs-introduces-security-tool-for-instant-messaging-31337.jpg,https://www.technewsworld.com/story/zone-labs-introduces-security-tool-for-instant-messaging-31337.html
